"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Anderson","21005","KY","1.0","11420","Donald Trump","Kentucky","8242","2634"
"Simpson","28127","MS","1.0","11416","Donald Trump","Mississippi","7393","3871"
"Miller","29131","MO","1.0","11414","Donald Trump","Missouri","9285","1750"
"Mineral","54057","WV","1.0","11410","Donald Trump","West Virginia","8957","2019"
"Marshall","47117","TN","1.0","11402","Donald Trump","Tennessee","8167","2848"
"Tate","28137","MS","1.0","11389","Donald Trump","Mississippi","7385","3804"
"Curry","35009","NM","1.0","11383","Donald Trump","New Mexico","7560","2776"
"Union","28145","MS","1.0","11374","Donald Trump","Mississippi","9161","1969"
"Washington","18175","IN","1.0","11333","Donald Trump","Indiana","8206","2636"
"Haralson","13143","GA","1.0","11317","Donald Trump","Georgia","9579","1474"
"Taylor","21217","KY","1.0","11304","Donald Trump","Kentucky","8320","2553"
"Clay","18021","IN","1.0","11259","Donald Trump","Indiana","8528","2306"
"Fairfield","45039","SC","1.0","11252","Hillary Clinton","South Carolina","4024","6936"
"Wasco","41065","OR","1.0","11251","Donald Trump","Oregon","5721","4634"
"Saline","17165","IL","1.0","11234","Donald Trump","Illinois","8248","2551"
"Winneshiek","19191","IA","1.0","11217","Donald Trump","Iowa","5332","5238"
"Jo Daviess","17085","IL","1.0","11177","Donald Trump","Illinois","6113","4452"
"Washington","12133","FL","1.0","11144","Donald Trump","Florida","8630","2261"
"Staunton city","51790","VA","1.0","11144","Hillary Clinton","Virginia","5129","5329"
"Fredericksburg city","51630","VA","1.0","11135","Hillary Clinton","Virginia","3731","6690"
"Giles","47055","TN","1.0","11120","Donald Trump","Tennessee","7964","2915"
"Jennings","18079","IN","1.0","11115","Donald Trump","Indiana","8222","2364"
"Hendry","12051","FL","1.0","11106","Donald Trump","Florida","6192","4610"
"Decatur","18031","IN","1.0","11095","Donald Trump","Indiana","8488","2121"
"Adams","39001","OH","1.0","11063","Donald Trump","Ohio","8445","2293"
"Fayette","48149","TX","1.0","11029","Donald Trump","Texas","8648","2127"
"Chaffee","8015","CO","1.0","10999","Donald Trump","Colorado","5283","4773"
"Franklin","18047","IN","1.0","10990","Donald Trump","Indiana","8665","1967"
"Orleans","50019","VT","1.0","10988","Hillary Clinton","Vermont","5158","5181"
"Fillmore","27045","MN","1.0","10976","Donald Trump","Minnesota","6271","3872"
"Sumter","13261","GA","1.0","10973","Hillary Clinton","Georgia","5275","5520"
"Madison","37115","NC","1.0","10966","Donald Trump","North Carolina","6735","3899"
"Marengo","1091","AL","1.0","10948","Hillary Clinton","Alabama","5224","5607"
"Rhea","47143","TN","1.0","10946","Donald Trump","Tennessee","8650","1942"
"Churchill","32001","NV","1.0","10936","Donald Trump","Nevada","7828","2210"
"Texas","29215","MO","1.0","10935","Donald Trump","Missouri","8875","1728"
"Upson","13293","GA","1.0","10924","Donald Trump","Georgia","7288","3471"
"Shelby","17173","IL","1.0","10912","Donald Trump","Illinois","8209","2279"
"Jersey","17083","IL","1.0","10909","Donald Trump","Illinois","7737","2673"
"Assumption Parish","22007","LA","1.0","10904","Donald Trump","Louisiana","6714","3931"
"Logan","21141","KY","1.0","10899","Donald Trump","Kentucky","7778","2755"
"Union Parish","22111","LA","1.0","10894","Donald Trump","Louisiana","7972","2691"
"Okanogan","53047","WA","0.6364","10893","Donald Trump","Washington","6305","3980"
"Ray","29177","MO","1.0","10835","Donald Trump","Missouri","7103","3088"
"Marion","47115","TN","1.0","10832","Donald Trump","Tennessee","7680","2829"
"Washington","19183","IA","1.0","10824","Donald Trump","Iowa","6170","3938"
"Holmes","39075","OH","1.0","10823","Donald Trump","Ohio","8578","1766"
"Fayette","39047","OH","1.0","10817","Donald Trump","Ohio","7763","2672"
"Randolph","54083","WV","1.0","10816","Donald Trump","West Virginia","7583","2724"
"Menominee","26109","MI","1.0","10765","Donald Trump","Michigan","6704","3539"
"DeSoto","12027","FL","1.0","10761","Donald Trump","Florida","6744","3761"
"Harlan","21095","KY","1.0","10757","Donald Trump","Kentucky","9129","1372"
"Kewaunee","55061","WI","1.0","10742","Donald Trump","Wisconsin","6616","3623"
"Carroll","5015","AR","1.0","10736","Donald Trump","Arkansas","6773","3334"
"Daviess","18027","IN","1.0","10736","Donald Trump","Indiana","8545","1800"
"Abbeville","45001","SC","1.0","10724","Donald Trump","South Carolina","6742","3712"
"Blaine","16013","ID","1.0","10723","Hillary Clinton","Idaho","3340","6416"
"Polk","37149","NC","1.0","10723","Donald Trump","North Carolina","6738","3715"
"Los Alamos","35028","NM","1.0","10716","Hillary Clinton","New Mexico","3329","5443"
"McCurtain","40089","OK","1.0","10709","Donald Trump","Oklahoma","8642","1799"
"Claiborne","47025","TN","1.0","10706","Donald Trump","Tennessee","8589","1831"
"Peach","13225","GA","1.0","10699","Donald Trump","Georgia","5405","5083"
"San Miguel","35047","NM","1.0","10697","Hillary Clinton","New Mexico","2302","7249"
"Ottawa","40115","OK","1.0","10686","Donald Trump","Oklahoma","7627","2584"
"Rockbridge","51163","VA","1.0","10685","Donald Trump","Virginia","6671","3506"
"Jerome","16053","ID","1.0","10667","Donald Trump","Idaho","7347","2117"
"Pacific","53049","WA","1.0","10667","Donald Trump","Washington","5338","4597"
"Page","51139","VA","1.0","10663","Donald Trump","Virginia","7824","2514"
"Franklin","20059","KS","1.0","10658","Donald Trump","Kansas","7025","2829"
"Saunders","31155","NE","1.0","10598","Donald Trump","Nebraska","7486","2509"
"Osceola","26133","MI","1.0","10597","Donald Trump","Michigan","7336","2705"
"San Juan","53055","WA","0.8332999999999999","10589","Hillary Clinton","Washington","2651","7053"
"Mercer","21167","KY","1.0","10584","Donald Trump","Kentucky","7740","2395"
"Washington","31177","NE","1.0","10584","Donald Trump","Nebraska","7374","2606"
"Dunklin","29069","MO","1.0","10574","Donald Trump","Missouri","8026","2360"
"Winchester city","51840","VA","1.0","10574","Hillary Clinton","Virginia","4786","5161"
"Grayson","21085","KY","1.0","10572","Donald Trump","Kentucky","8219","1959"
"Perry","21193","KY","1.0","10572","Donald Trump","Kentucky","8158","2136"
"Plaquemines Parish","22075","LA","1.0","10572","Donald Trump","Louisiana","6900","3347"
"Dodge","27039","MN","1.0","10564","Donald Trump","Minnesota","6527","3102"
"Custer","40039","OK","1.0","10531","Donald Trump","Oklahoma","7818","2102"
"Garvin","40049","OK","1.0","10531","Donald Trump","Oklahoma","8243","1852"
"Houston","27055","MN","1.0","10515","Donald Trump","Minnesota","5616","4145"
"Caswell","37033","NC","1.0","10515","Donald Trump","North Carolina","5758","4549"
"Cherokee","1019","AL","1.0","10503","Donald Trump","Alabama","8809","1524"
"Mahaska","19123","IA","1.0","10494","Donald Trump","Iowa","7404","2606"
"Martin","27091","MN","1.0","10469","Donald Trump","Minnesota","7062","2733"
"Aransas","48007","TX","1.0","10467","Donald Trump","Texas","7730","2458"
"Randolph","18135","IN","1.0","10456","Donald Trump","Indiana","7515","2446"
"Grenada","28043","MS","1.0","10442","Donald Trump","Mississippi","5940","4386"
"Neshoba","28099","MS","1.0","10438","Donald Trump","Mississippi","7613","2668"
"Carroll","19027","IA","1.0","10435","Donald Trump","Iowa","6627","3305"
"Lassen","6035","CA","1.0","10422","Donald Trump","California","7574","2224"
"Panola","48365","TX","1.0","10413","Donald Trump","Texas","8445","1835"
"Juniata","42067","PA","1.0","10402","Donald Trump","Pennsylvania","8234","1810"
"Ohio","21183","KY","1.0","10398","Donald Trump","Kentucky","7942","2080"
"Wyandot","39175","OH","1.0","10396","Donald Trump","Ohio","7346","2484"
"Anson","37007","NC","1.0","10394","Hillary Clinton","North Carolina","4480","5785"
"Barbour","1005","AL","1.0","10390","Donald Trump","Alabama","5431","4848"
"Pitkin","8097","CO","1.0","10387","Hillary Clinton","Colorado","2522","7239"
"Ogemaw","26129","MI","1.0","10386","Donald Trump","Michigan","6827","3030"
"Hood River","41027","OR","1.0","10383","Hillary Clinton","Oregon","3223","6359"
"Llano","48299","TX","1.0","10377","Donald Trump","Texas","8283","1825"
"Wayne","13305","GA","1.0","10376","Donald Trump","Georgia","8147","2039"
"Pottawatomie","20149","KS","1.0","10359","Donald Trump","Kansas","7451","2191"
"Marlboro","45069","SC","1.0","10353","Hillary Clinton","South Carolina","4257","5928"
"Carroll","47017","TN","1.0","10333","Donald Trump","Tennessee","7731","2323"
"Lewis","36049","NY","1.0","10312","Donald Trump","New York","6916","2828"
"Randolph","29175","MO","1.0","10309","Donald Trump","Missouri","7529","2283"
"San Jacinto","48407","TX","1.0","10305","Donald Trump","Texas","8050","2034"
"Carter","21043","KY","1.0","10274","Donald Trump","Kentucky","7587","2276"
"Winston","1133","AL","1.0","10255","Donald Trump","Alabama","9225","871"
"Dickinson","19059","IA","1.0","10247","Donald Trump","Iowa","6743","3051"
"Park","8093","CO","1.0","10245","Donald Trump","Colorado","6053","3351"
"Decatur","13087","GA","1.0","10238","Donald Trump","Georgia","6009","4104"
"Benzie","26019","MI","1.0","10221","Donald Trump","Michigan","5539","4108"
"Bandera","48019","TX","1.0","10213","Donald Trump","Texas","8159","1726"
"Jackson","19097","IA","1.0","10204","Donald Trump","Iowa","5821","3837"
"Clinton","29049","MO","1.0","10197","Donald Trump","Missouri","7058","2572"
"Monroe","1099","AL","1.0","10185","Donald Trump","Alabama","5771","4310"
"Palo Pinto","48363","TX","1.0","10175","Donald Trump","Texas","8222","1700"
"Henderson","47077","TN","1.0","10172","Donald Trump","Tennessee","8118","1796"
"Buchanan","19019","IA","1.0","10137","Donald Trump","Iowa","5504","3966"
"Adair","29001","MO","1.0","10137","Donald Trump","Missouri","6019","3495"
"Randolph","1111","AL","1.0","10130","Donald Trump","Alabama","7697","2290"
"Warren","37185","NC","1.0","10123","Hillary Clinton","North Carolina","3302","6668"
"Mason","54053","WV","1.0","10115","Donald Trump","West Virginia","7597","2069"
"Adams","55001","WI","1.0","10107","Donald Trump","Wisconsin","5983","3780"
"Hertford","37091","NC","1.0","10100","Hillary Clinton","North Carolina","3081","6886"
"Langlade","55067","WI","1.0","10093","Donald Trump","Wisconsin","6436","3260"
"Barton","20009","KS","1.0","10088","Donald Trump","Kansas","7766","1823"
"Hart","13147","GA","1.0","10077","Donald Trump","Georgia","7285","2583"
"Scott","51169","VA","1.0","10055","Donald Trump","Virginia","8242","1579"
"Audrain","29007","MO","1.0","10043","Donald Trump","Missouri","6981","2567"
"East Feliciana Parish","22037","LA","1.0","10042","Donald Trump","Louisiana","5569","4235"
"McNairy","47109","TN","1.0","10035","Donald Trump","Tennessee","7839","1847"
"Jones","19105","IA","1.0","10011","Donald Trump","Iowa","5718","3779"
"Clay","28025","MS","1.0","9960","Hillary Clinton","Mississippi","4136","5695"
"Spencer","18147","IN","1.0","9959","Donald Trump","Indiana","6572","2861"
"Malheur","41045","OR","1.0","9950","Donald Trump","Oregon","7141","2213"
"Hardin","47071","TN","1.0","9949","Donald Trump","Tennessee","8012","1622"
"Stutsman","38093","ND","1.0","9938","Donald Trump","North Dakota","6706","2484"
"Ouachita","5103","AR","1.0","9929","Donald Trump","Arkansas","5347","4320"
"Crawford","29055","MO","1.0","9920","Donald Trump","Missouri","7724","1824"
"White","18181","IN","1.0","9902","Donald Trump","Indiana","6813","2563"
"Yazoo","28163","MS","1.0","9892","Hillary Clinton","Mississippi","4568","5221"
"Prentiss","28117","MS","1.0","9871","Donald Trump","Mississippi","7647","2067"
"Scott","28123","MS","1.0","9867","Donald Trump","Mississippi","5742","3999"
"Klickitat","53039","WA","0.8571","9859","Donald Trump","Washington","5390","3781"
"Henry","29083","MO","1.0","9855","Donald Trump","Missouri","7072","2356"
"Gage","31067","NE","1.0","9854","Donald Trump","Nebraska","6333","2930"
"George","28039","MS","1.0","9831","Donald Trump","Mississippi","8652","1013"
"Fayette","19065","IA","1.0","9813","Donald Trump","Iowa","5591","3666"
"Yancey","37199","NC","1.0","9808","Donald Trump","North Carolina","6367","3181"
"Sabine Parish","22085","LA","1.0","9785","Donald Trump","Louisiana","7877","1703"
"Sanpete","49039","UT","1.0","9778","Donald Trump","Utah","6436","1026"
"White","47185","TN","1.0","9776","Donald Trump","Tennessee","7657","1842"
"Northampton","37131","NC","1.0","9761","Hillary Clinton","North Carolina","3556","6113"
"Stephens","13257","GA","1.0","9760","Donald Trump","Georgia","7682","1835"
"Finney","20055","KS","1.0","9731","Donald Trump","Kansas","6155","3006"
"Bell","21013","KY","1.0","9718","Donald Trump","Kentucky","7764","1720"
"Perry","17145","IL","1.0","9706","Donald Trump","Illinois","6816","2433"
"Logan","8075","CO","1.0","9702","Donald Trump","Colorado","7272","1843"
"Poweshiek","19157","IA","1.0","9693","Donald Trump","Iowa","4936","4272"
"Asotin","53003","WA","0.8571","9684","Donald Trump","Washington","5712","3118"
"Itawamba","28057","MS","1.0","9634","Donald Trump","Mississippi","8385","1100"
"Yankton","46135","SD","1.0","9616","Donald Trump","South Dakota","5654","3301"
"Richland Parish","22083","LA","1.0","9596","Donald Trump","Louisiana","6286","3157"
"Benton","29015","MO","1.0","9584","Donald Trump","Missouri","7212","2024"
"Waseca","27161","MN","1.0","9579","Donald Trump","Minnesota","5967","2838"
"Johnson","21115","KY","1.0","9572","Donald Trump","Kentucky","8043","1250"
"Leflore","28083","MS","1.0","9566","Hillary Clinton","Mississippi","2757","6677"
"Lincoln","21137","KY","1.0","9561","Donald Trump","Kentucky","7338","1865"
"Grant","21081","KY","1.0","9556","Donald Trump","Kentucky","7268","1910"
"LaGrange","18087","IN","1.0","9552","Donald Trump","Indiana","7025","2080"
"Brooke","54009","WV","1.0","9540","Donald Trump","West Virginia","6574","2549"
"Wayne","28153","MS","1.0","9534","Donald Trump","Mississippi","5957","3493"
"Fayette","18041","IN","1.0","9530","Donald Trump","Indiana","6839","2252"
"Grimes","48185","TX","1.0","9528","Donald Trump","Texas","7065","2194"
"Fayette","17051","IL","1.0","9515","Donald Trump","Illinois","7363","1814"
"Spencer","21215","KY","1.0","9513","Donald Trump","Kentucky","7196","1921"
"Greene","51079","VA","1.0","9503","Donald Trump","Virginia","5943","2923"
"Pickens","1107","AL","1.0","9494","Donald Trump","Alabama","5454","3972"
"Sumner","20191","KS","1.0","9494","Donald Trump","Kansas","6844","2039"
"Bayfield","55007","WI","1.0","9491","Hillary Clinton","Wisconsin","4125","4953"
"Kleberg","48273","TX","1.0","9483","Hillary Clinton","Texas","4364","4713"
"Barnwell","45011","SC","1.0","9479","Donald Trump","South Carolina","4888","4395"
"Butts","13035","GA","1.0","9477","Donald Trump","Georgia","6717","2566"
"Mingo","54059","WV","1.0","9469","Donald Trump","West Virginia","7876","1365"
"Nodaway","29147","MO","1.0","9439","Donald Trump","Missouri","6379","2529"
"Morgan","13211","GA","1.0","9435","Donald Trump","Georgia","6559","2658"
"Putnam","13237","GA","1.0","9431","Donald Trump","Georgia","6516","2745"
"Taylor","55119","WI","1.0","9417","Donald Trump","Wisconsin","6589","2398"
"Meigs","39105","OH","1.0","9410","Donald Trump","Ohio","6869","2157"
"Sunflower","28133","MS","1.0","9406","Hillary Clinton","Mississippi","2768","6560"
"Cedar","19031","IA","1.0","9386","Donald Trump","Iowa","5275","3578"
"Nicholas","54067","WV","1.0","9385","Donald Trump","West Virginia","7169","1821"
"Bertie","37015","NC","1.0","9380","Hillary Clinton","North Carolina","3476","5837"
"Glenn","6021","CA","1.0","9379","Donald Trump","California","5788","3065"
"Del Norte","6015","CA","1.0","9361","Donald Trump","California","5134","3485"
"Lee","51105","VA","1.0","9353","Donald Trump","Virginia","7542","1627"
"Burke","13033","GA","1.0","9350","Hillary Clinton","Georgia","4491","4730"
"Caddo","40015","OK","1.0","9336","Donald Trump","Oklahoma","6473","2418"
"Green Lake","55047","WI","1.0","9315","Donald Trump","Wisconsin","6210","2700"
"Gunnison","8051","CO","1.0","9299","Hillary Clinton","Colorado","3250","5068"
"Henry","19087","IA","0.9","9286","Donald Trump","Iowa","5764","2897"
"Taylor","12123","FL","1.0","9279","Donald Trump","Florida","6923","2149"
"Washington","29221","MO","1.0","9279","Donald Trump","Missouri","7047","1926"
"Lincoln","30053","MT","1.0","9272","Donald Trump","Montana","6720","2040"
"McDuffie","13189","GA","1.0","9268","Donald Trump","Georgia","5432","3699"
"Allen Parish","22003","LA","1.0","9245","Donald Trump","Louisiana","6867","2106"
"Saline","29195","MO","1.0","9245","Donald Trump","Missouri","5977","2787"
"Hardeman","47069","TN","1.0","9242","Donald Trump","Tennessee","4912","4174"
"Starke","18149","IN","1.0","9226","Donald Trump","Indiana","6367","2489"
"Buchanan","51027","VA","1.0","9220","Donald Trump","Virginia","7292","1721"
"Jackson","55053","WI","1.0","9202","Donald Trump","Wisconsin","4907","3821"
"Grady","13131","GA","1.0","9187","Donald Trump","Georgia","6047","3005"
"Aitkin","27001","MN","1.0","9185","Donald Trump","Minnesota","5516","3134"
"Meriwether","13199","GA","1.0","9181","Donald Trump","Georgia","5216","3800"
"Upshur","54097","WV","1.0","9180","Donald Trump","West Virginia","6971","1763"
"Titus","48449","TX","1.0","9176","Donald Trump","Texas","6405","2538"
"Kent","24029","MD","1.0","9166","Donald Trump","Maryland","4598","4178"
"Delaware","19055","IA","1.0","9165","Donald Trump","Iowa","5688","2956"
"Franklin Parish","22041","LA","1.0","9162","Donald Trump","Louisiana","6514","2506"
"Piscataquis","23021","ME","1.0","9144","Donald Trump","Maine","5403","3098"
"Tippah","28139","MS","1.0","9143","Donald Trump","Mississippi","7182","1808"
"Andrew","29003","MO","1.0","9140","Donald Trump","Missouri","6665","2045"
"Letcher","21133","KY","1.0","9134","Donald Trump","Kentucky","7293","1542"
"Waynesboro city","51820","VA","1.0","9114","Donald Trump","Virginia","4798","3762"
"Prince Edward","51147","VA","1.0","9113","Hillary Clinton","Virginia","4099","4590"
"Toombs","13279","GA","1.0","9108","Donald Trump","Georgia","6612","2338"
"Clayton","19043","IA","1.0","9098","Donald Trump","Iowa","5309","3236"
"King William","51101","VA","1.0","9088","Donald Trump","Virginia","5963","2752"
"Johnson","5071","AR","1.0","9086","Donald Trump","Arkansas","6072","2421"
"Park","30067","MT","1.0","9086","Donald Trump","Montana","4872","3521"
"Shelby","48419","TX","1.0","9072","Donald Trump","Texas","7171","1757"
"Scott","18143","IN","1.0","9060","Donald Trump","Indiana","6074","2642"
"Washburn","55129","WI","1.0","9059","Donald Trump","Wisconsin","5404","3283"
"Yates","36123","NY","1.0","8975","Donald Trump","New York","5180","3219"
"Hopewell city","51670","VA","1.0","8968","Hillary Clinton","Virginia","3885","4722"
"Uvalde","48463","TX","1.0","8936","Donald Trump","Texas","4828","3863"
"Kalkaska","26079","MI","1.0","8920","Donald Trump","Michigan","6213","2279"
"Coahoma","28027","MS","1.0","8912","Hillary Clinton","Mississippi","2426","6378"
"Piatt","17147","IL","1.0","8899","Donald Trump","Illinois","5623","2633"
"Lincoln","35027","NM","1.0","8892","Donald Trump","New Mexico","5889","2329"
"Columbia","5027","AR","1.0","8887","Donald Trump","Arkansas","5456","3140"
"Mariposa","6043","CA","1.0","8877","Donald Trump","California","5185","3122"
"Jefferson","41031","OR","1.0","8874","Donald Trump","Oregon","5337","2892"
"Southampton","51175","VA","1.0","8872","Donald Trump","Virginia","5035","3595"
"Concordia Parish","22029","LA","1.0","8869","Donald Trump","Louisiana","5474","3272"
"Rowan","21205","KY","1.0","8842","Donald Trump","Kentucky","5174","3295"
"Paulding","39125","OH","1.0","8842","Donald Trump","Ohio","6359","2068"
"Greene","13133","GA","1.0","8831","Donald Trump","Georgia","5488","3194"
"Plumas","6063","CA","1.0","8830","Donald Trump","California","5079","3224"
"Grant Parish","22043","LA","1.0","8819","Donald Trump","Louisiana","7406","1181"
"Morgan","29141","MO","1.0","8815","Donald Trump","Missouri","6757","1768"
"Hale","48189","TX","1.0","8802","Donald Trump","Texas","6347","2090"
"Bourbon","21017","KY","1.0","8795","Donald Trump","Kentucky","5569","2791"
"Hampton","45049","SC","1.0","8794","Hillary Clinton","South Carolina","3483","5163"
"Covington","28031","MS","1.0","8790","Donald Trump","Mississippi","5423","3267"
"Iowa","19095","IA","1.0","8789","Donald Trump","Iowa","5193","3070"
"Breckinridge","21027","KY","1.0","8771","Donald Trump","Kentucky","6484","1960"
"Winston","28159","MS","1.0","8771","Donald Trump","Mississippi","4874","3778"
"Somerset","24039","MD","1.0","8768","Donald Trump","Maryland","5056","3484"
"Bibb","1007","AL","1.0","8748","Donald Trump","Alabama","6733","1874"
"Macon","1087","AL","1.0","8748","Hillary Clinton","Alabama","1394","7237"
"Perry","29157","MO","1.0","8732","Donald Trump","Missouri","6907","1520"
"Burnett","55013","WI","1.0","8719","Donald Trump","Wisconsin","5412","2948"
"Howard","48227","TX","1.0","8692","Donald Trump","Texas","6635","1768"
"Butler","1013","AL","1.0","8685","Donald Trump","Alabama","4891","3716"
"Lauderdale","47097","TN","1.0","8678","Donald Trump","Tennessee","4884","3656"
"Pike","13231","GA","1.0","8675","Donald Trump","Georgia","7273","1239"
"Boone","54005","WV","1.0","8654","Donald Trump","West Virginia","6483","1783"
"Tama","19171","IA","1.0","8636","Donald Trump","Iowa","4968","3194"
"Lavaca","48285","TX","1.0","8633","Donald Trump","Texas","7339","1170"
"Carroll","18015","IN","1.0","8609","Donald Trump","Indiana","6273","1891"
"Milam","48331","TX","1.0","8607","Donald Trump","Texas","6340","2042"
"Montague","48337","TX","1.0","8604","Donald Trump","Texas","7526","885"
"Newton","28101","MS","1.0","8594","Donald Trump","Mississippi","5929","2549"
"Nobles","27105","MN","1.0","8592","Donald Trump","Minnesota","5299","2733"
"Vernon","29217","MO","1.0","8576","Donald Trump","Missouri","6526","1706"
"Sullivan","18153","IN","1.0","8559","Donald Trump","Indiana","6138","2113"
"Saluda","45081","SC","1.0","8559","Donald Trump","South Carolina","5525","2809"
"Hampshire","54027","WV","1.0","8557","Donald Trump","West Virginia","6646","1576"
"Clay","19041","IA","1.0","8542","Donald Trump","Iowa","5870","2246"
"Montour","42093","PA","1.0","8535","Donald Trump","Pennsylvania","5274","2851"
"Madison","19121","IA","1.0","8523","Donald Trump","Iowa","5336","2666"
"Owen","18119","IN","1.0","8520","Donald Trump","Indiana","6151","1946"
"Elmore","16039","ID","1.0","8519","Donald Trump","Idaho","5816","1814"
"Union","17181","IL","1.0","8514","Donald Trump","Illinois","5780","2389"
"Grand","8049","CO","1.0","8513","Donald Trump","Colorado","4467","3319"
"Crawford","17033","IL","1.0","8507","Donald Trump","Illinois","6146","1969"
"Holmes","12059","FL","1.0","8506","Donald Trump","Florida","7476","852"
"Clark","5019","AR","1.0","8505","Donald Trump","Arkansas","4398","3606"
"Kossuth","19109","IA","1.0","8505","Donald Trump","Iowa","5637","2529"
"Madison","12079","FL","1.0","8503","Donald Trump","Florida","4849","3526"
"Washington","1129","AL","1.0","8492","Donald Trump","Alabama","6031","2366"
"Patrick","51141","VA","1.0","8489","Donald Trump","Virginia","6454","1768"
"Dawson","31047","NE","1.0","8486","Donald Trump","Nebraska","5935","2116"
"Colorado","48089","TX","1.0","8480","Donald Trump","Texas","6323","1977"
"Baker","41001","OR","1.0","8479","Donald Trump","Oregon","6160","1781"
"Franklin","13119","GA","1.0","8474","Donald Trump","Georgia","7054","1243"
"Jasper","28061","MS","1.0","8468","Hillary Clinton","Mississippi","4032","4367"
"Ste. Genevieve","29186","MO","1.0","8459","Donald Trump","Missouri","5495","2540"
"Bee","48025","TX","1.0","8458","Donald Trump","Texas","4743","3443"
"Leake","28079","MS","1.0","8436","Donald Trump","Mississippi","4775","3579"
"Colonial Heights city","51570","VA","1.0","8427","Donald Trump","Virginia","5681","2367"
"Hardin","19083","IA","1.0","8423","Donald Trump","Iowa","5231","2774"
"Schuyler","36097","NY","1.0","8423","Donald Trump","New York","5179","2761"
"Washington","13303","GA","1.0","8422","Hillary Clinton","Georgia","4138","4187"
"Gilchrist","12041","FL","1.0","8418","Donald Trump","Florida","6740","1457"
"Mercer","17131","IL","1.0","8417","Donald Trump","Illinois","4800","3061"
"Lincoln","56023","WY","1.0","8398","Donald Trump","Wyoming","6779","1105"
"Cherokee","20021","KS","1.0","8386","Donald Trump","Kansas","6017","1959"
"Fulton","18049","IN","1.0","8374","Donald Trump","Indiana","6010","1960"
"Tishomingo","28141","MS","1.0","8310","Donald Trump","Mississippi","7117","990"
"Sevier","49041","UT","0.9565","8308","Donald Trump","Utah","6455","673"
"Houston","48225","TX","1.0","8302","Donald Trump","Texas","6205","1978"
"Westmoreland","51193","VA","1.0","8291","Donald Trump","Virginia","4331","3723"
"Worth","13321","GA","1.0","8266","Donald Trump","Georgia","6144","2015"
"Wayne","17191","IL","1.0","8256","Donald Trump","Illinois","6963","1048"
"Nelson","51125","VA","1.0","8247","Donald Trump","Virginia","4150","3677"
"Chattooga","13055","GA","1.0","8246","Donald Trump","Georgia","6457","1612"
"McDonald","29119","MO","1.0","8233","Donald Trump","Missouri","6599","1329"
"Adair","21001","KY","1.0","8231","Donald Trump","Kentucky","6637","1323"
"Idaho","16049","ID","1.0","8223","Donald Trump","Idaho","6441","1196"
"Polk","5113","AR","1.0","8215","Donald Trump","Arkansas","6606","1210"
"Fayette","1057","AL","1.0","8196","Donald Trump","Alabama","6705","1358"
"Giles","51071","VA","1.0","8196","Donald Trump","Virginia","5930","1949"
"Overton","47133","TN","1.0","8195","Donald Trump","Tennessee","6055","1943"
"Orange","18117","IN","1.0","8189","Donald Trump","Indiana","5800","2048"
"Buena Vista","19021","IA","1.0","8179","Donald Trump","Iowa","4895","2851"
"Cassia","16031","ID","1.0","8178","Donald Trump","Idaho","5949","1036"
"Northumberland","51133","VA","1.0","8176","Donald Trump","Virginia","5089","2830"
"Russell","21207","KY","1.0","8174","Donald Trump","Kentucky","6863","1093"
"Hughes","46065","SD","1.0","8173","Donald Trump","South Dakota","5174","2449"
"Jefferson","20087","KS","1.0","8151","Donald Trump","Kansas","5112","2483"
"Lampasas","48281","TX","1.0","8149","Donald Trump","Texas","6371","1479"
"Clarke","51043","VA","1.0","8131","Donald Trump","Virginia","4657","3047"
"Hutchinson","48233","TX","1.0","8126","Donald Trump","Texas","7039","854"
"Kanabec","27065","MN","1.0","8125","Donald Trump","Minnesota","5230","2327"
"Lee","45061","SC","1.0","8110","Hillary Clinton","South Carolina","2789","5170"
"Marion","21155","KY","1.0","8109","Donald Trump","Kentucky","5122","2679"
"Allen","21003","KY","1.0","8091","Donald Trump","Kentucky","6466","1349"
"Douglas","17041","IL","1.0","8089","Donald Trump","Illinois","5695","1946"
"Wright","29229","MO","1.0","8086","Donald Trump","Missouri","6703","1166"
"Ashley","5003","AR","1.0","8083","Donald Trump","Arkansas","5338","2408"
"Avery","37011","NC","1.0","8060","Donald Trump","North Carolina","6226","1670"
"Uinta","56041","WY","1.0","8053","Donald Trump","Wyoming","6154","1202"
"Seminole","40133","OK","1.0","8032","Donald Trump","Oklahoma","5612","2067"
"Perry","18123","IN","1.0","8025","Donald Trump","Indiana","4556","3062"
"Bates","29013","MO","1.0","8021","Donald Trump","Missouri","6000","1617"
"Henry","1067","AL","1.0","8017","Donald Trump","Alabama","5623","2286"
"Cibola","35006","NM","1.0","8017","Hillary Clinton","New Mexico","3179","3721"
"Greene","37079","NC","1.0","8013","Donald Trump","North Carolina","4358","3570"
"Hale","1065","AL","1.0","8010","Hillary Clinton","Alabama","3172","4772"
"Dickinson","20041","KS","1.0","8008","Donald Trump","Kansas","5905","1582"
"Jefferson","19101","IA","1.0","8001","Donald Trump","Iowa","3738","3702"
"Inyo","6027","CA","1.0","7996","Donald Trump","California","4248","3155"
"Wayne","21231","KY","1.0","7991","Donald Trump","Kentucky","6370","1431"
"Floyd","19067","IA","1.0","7985","Donald Trump","Iowa","4371","3177"
