"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"2001","John Fisher","john fisher","272","United States","USA","1.8","inherited","inherited","male","39","Consumer","Traded Sectors","North America","1","","0","inherited from father","clothing ","The Gap","new","relation","1969","10621800000000","","inherited from parents","","http://en.wikipedia.org/wiki/Doris_F._Fisher","http://en.wikipedia.org/wiki/Gap_(clothing_retailer)","http://www.forbes.com/profile/doris-fisher/","","john farber","false"
"2014","John Henry","john henry","1154","United States","USA","1.5","self-made","founder non-finance","male","64","Consumer","Traded Sectors","North America","1","","1","0","asset management","John W. Henry & Company","new","founder","1981","","sports","","","http://en.wikipedia.org/wiki/John_W._Henry","http://espn.go.com/mlb/story/_/id/7005442/mlb-how-john-henry-built-sports-empire-espn-magazine","","","john fisher","false"
"2014","John Kapoor","john kapoor","931","United States","USA","1.9","self-made","founder non-finance","male","70","Technology-Medical","New Sectors","North America","1","","1","0","pharmaceuticals","INSYS Thereputics","new","founder","1990","","healthcare","","","http://www.forbes.com/sites/alexmorrell/2013/10/04/pharmaceuticals-developer-john-kapoor-is-new-billionaire/","http://investing.businessweek.com/research/stocks/people/person.asp?personId=248258&ticker=AKRX","","","john henry","false"
"2001","John Kluge","john kluge","24","United States","USA","10.9","self-made","executive","male","86","Media","Non-Traded Sectors","North America","1","","0","0","media","Metropolitan Broadcasting Corporation","new","chairman","1956","10621800000000","","","","http://en.wikipedia.org/wiki/John_Kluge","http://en.wikipedia.org/wiki/Metromedia","Charlottesville's Web;Posh, Polo & Shabby Chic The Washington Post July 22, 1990, Sunday, Final Edition","","john kapoor","false"
"2001","John Krehbiel Jr","john krehbiel jr","421","United States","USA","1.2","self-made","executive","male","","Technology-Computer","New Sectors","North America","1","","0","0","electronic interconnectors","Molex Incorporated","new","co-chairman","1938","10621800000000","","","","http://en.wikipedia.org/wiki/John_Krehbiel,_Jr.","http://en.wikipedia.org/wiki/Molex","MOLEX'S PROPOSALS NOT AT ALL MODEST;UNASSUMING MAKER OF COMPUTER COMPONENTS HAS BUILT BASTIONS IN 21 NATIONS, AND IS GROWING Chicago Tribune August 1, 1996 Thursday, NORTH SPORTS FINAL EDITION","","john kluge","false"
"2001","John Malone","john malone","182","United States","USA","2.5","self-made","executive","male","60","Media","Non-Traded Sectors","North America","1","","0","0","telecommunications","Tele-Communications Inc","merger","CEO","1968","10621800000000","","","","http://en.wikipedia.org/wiki/John_C._Malone","http://fortune.com/2012/09/27/meet-the-largest-landowner-in-america/","","","john krehbiel jr","false"
"2001","John Marriott Jr","john marriott jr","421","United States","USA","1.2","inherited","inherited","male","65","Real Estate","Financial","North America","1","","0","inherited from father","hotels","Marriot","new","relation","1927","10621800000000","","inherited from father","","https://www.washingtonpost.com/business/marriott-ceo-jw-marriott-jr-to-retire/2011/12/13/gIQAnHLPsO_story.html","","","","john malone","false"
"2014","John Mars","john mars","31","United States","USA","20","inherited","inherited","male","77","Consumer","Traded Sectors","North America","1","","0","Third generation","candy","Mars, Incorperated","new","relation","1911","","candy","3rd generation","","http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.","http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html","","","john marriott jr","false"
"2001","John McCaw","john mccaw","452","United States","USA","1.1","self-made","executive","male","50","Media","Non-Traded Sectors","North America","1","","0","0","cell phones","McCaw Cellular","new","relation","1987","10621800000000","","","","http://www.forbes.com/lists/2005/54/AIK3.html","http://community.seattletimes.nwsource.com/archive/?date=20021216&slug=mccaw16m","http://community.seattletimes.nwsource.com/archive/?date=19930408&slug=1694858","","john mars","false"
"2001","John Menard","john menard","234","United States","USA","2","self-made","founder non-finance","male","61","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","hardware stores","Menards","new","founder","1972","10621800000000","","","","http://en.wikipedia.org/wiki/John_Menard,_Jr.","http://www.forbes.com/profile/john-menard-jr/","https://www.yahoo.com/politics/wisconsin-gov-scott-walker-photo-charlie-114429739886.html","","john mccaw","false"
"2014","John Menard, Jr.","john menard jr","177","United States","USA","7.5","self-made","founder non-finance","male","74","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","hardware stores","Menards","new","founder","1972","","retail","","","http://en.wikipedia.org/wiki/John_Menard,_Jr.","http://www.forbes.com/profile/john-menard-jr/","https://www.yahoo.com/politics/wisconsin-gov-scott-walker-photo-charlie-114429739886.html","","john menard","false"
"2001","John Morgridge","john morgridge","234","United States","USA","2","self-made","executive","male","67","Technology-Computer","New Sectors","North America","1","","0","0","software","Cisco Systems","new","ceo","1984","10621800000000","","","","A hiring that changed the course of networking: John Morgridge, the chairman of Cisco, had to do a real selling job to get John Chambers on board, writes Bert Hill. Today, he's glad he did. Ottawa Citizen June 14, 2002 Friday Final EditionCorrection Appended","http://en.wikipedia.org/wiki/Cisco_Systems","http://www.forbes.com/profile/john-morgridge/","","john menard jr","false"
"2014","John Morris","john morris","375","United States","USA","4","self-made","founder non-finance","male","65","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","sports retail","Bass Pro Shops","new","founder","1972","","Retail","","","http://www.forbes.com/profile/john-morris/","http://www.basspro.com/webapp/wcs/stores/servlet/BPSIFrame?catalogId=10051&langId=-1&storeId=10151&targeturl=http://media.basspro.com/2014/about-page-8212/code/index.html","http://www.bloomberg.com/news/articles/2013-06-03/bass-pro-billionaire-building-megastores-with-taxpayers","","john morgridge","false"
"2014","John Paul DeJoria","john paul dejoria","551","United States","USA","3","self-made","founder non-finance","male","70","Consumer","Traded Sectors","North America","1","","1","0","hair care products/tequila","John Paul Mitchell Systems/Patron Spirits Company","new","founder","1980","","hair products, tequila","","","http://en.wikipedia.org/wiki/John_Paul_DeJoria","http://www.forbes.com/profile/john-paul-dejoria/","PRICKLY SPIRIT wish Magazine November 6, 2015 Friday","","john morris","false"
"2014","John Paulson","john paulson","78","United States","USA","13.5","self-made","self-made finance","male","58","Hedge funds","Financial","North America","1","","1","0","hedge funds","Paulson & Co.","new","founder","1994","","hedge funds","","","http://en.wikipedia.org/wiki/John_Paulson","http://www.forbes.com/profile/john-paulson/","The man who wrote the book on Paulson The Globe and Mail (Canada) April 19, 2010 Monday","","john paul dejoria","false"
"2014","John Pritzker","john pritzker","869","United States","USA","2","inherited","inherited","male","61","Real Estate","Financial","North America","1","","0","inherited from father","hotels","Hyatt","aquired","relation","1957","","hotels, investments","inherited from father","former Hyatt exec","http://en.wikipedia.org/wiki/Pritzker_family","http://www.forbes.com/profile/john-pritzker/","","","john paulson","false"
"2014","John Sall","john sall","408","United States","USA","3.7","self-made","founder non-finance","male","65","Technology-Computer","New Sectors","North America","1","","1","0","software","SAS institute","new","founder","1976","","software","","","http://en.wikipedia.org/wiki/John_Sall","http://www.forbes.com/profile/james-goodnight/","SOFTWARE'S QUIET GIANT SPEAKS UP Charlotte Observer (North Carolina) March 7, 1999 Sunday ONE - THREE EDITION","","john pritzker","false"
"2001","John Simplot","john simplot","115","United States","USA","3.6","self-made","founder non-finance","male","92","Consumer","Traded Sectors","North America","1","","1","0","agricultural products","J.R. Simplot Company","new","founder","1929","10621800000000","","","","http://en.wikipedia.org/wiki/J._R._Simplot","http://en.wikipedia.org/wiki/Simplot","http://fortune.com/2012/02/12/the-simplot-saga-how-americas-french-fry-king-made-billions-more-in-semiconductors-fortune-1995/","","john sall","false"
"2001","John Sobrato","john sobrato","336","United States","USA","1.5","self-made","self-made finance","male","61","Real Estate","Financial","North America","1","","1","0","real estate","Sobrato Organization","new","founder","1979","10621800000000","","","","http://en.wikipedia.org/wiki/John_A._Sobrato","http://www.forbes.com/profile/john-a-sobrato/","In $1.3 billion deal, South Bay developer Carl Berg sells about 100 commercial properties San Jose Mercury News (California) November 6, 2012 Tuesday","","john simplot","false"
"2014","John Tu","john tu","328","United States","USA","4.5","self-made","founder non-finance","male","73","Technology-Computer","New Sectors","North America","1","","1","0","technology","Kingston Technology","new","founder","1987","","computer hardware","","","http://www.forbes.com/profile/david-sun/","KINGSTON OPENS $105-MILLION CHIP PLANT;  DEFYING THE TREND TO MOVE MANUFACTURING OVERSEAS, FOUNDERS DAVID SUN AND JOHN TU HAVE TOSHIBA AS FIRST CUSTOMER. Los Angeles Times June 12, 2000, Monday,","","","john sobrato","false"
"1996","John Walton","john walton","38","United States","USA","4.8","inherited","inherited","male","50","Consumer","Traded Sectors","North America","1","","0","inherited from father"," retail","Walmart"," new","relation","1962","8100200000000","","inherited from father","","http://www.foxnews.com/story/2005/06/28/wal-mart-heir-dies-in-plane-crash.html","","","","john tu","false"
"2014","Johnelle Hunt","johnelle hunt","828","United States","USA","2.1","self-made","founder non-finance","female","82","Other","0","North America","1","","1","0","trucking ","J.B. Hunt Transport Services","new","founder","1961","","trucking","","","http://www.forbes.com/profile/johnelle-hunt/","http://en.wikipedia.org/wiki/Johnnie_Bryan_Hunt","Fayetteville First couple, woman elected to state Business Hall of Fame Arkansas Democrat-Gazette (Little Rock) November 10, 2000 Friday","","john walton","false"
"1996","Jon Huntsman","jon huntsman","146","United States","USA","2.5","self-made","founder non-finance","male","58","Non-consumer industrial","Traded Sectors","North America","1","","1","0","chemicals","Huntsman chemical","new","founder","1982","8100200000000","","","","http://www.forbes.com/profile/jon-huntsman/","http://www.foxbusiness.com/markets/2014/10/03/jon-huntsman-sr-opens-up-about-his-life-triumphs-and-hardships-in-new.html","","","johnelle hunt","false"
"2014","Jon Stryker","jon stryker","1092","United States","USA","1.6","inherited","inherited","male","55","Technology-Medical","New Sectors","North America","1","","0","Third generation","medical supplies","Stryker Corporation","new","relation","1941","","medical supplies","3rd generation","","http://en.wikipedia.org/wiki/Homer_Stryker","https://www.stryker.com/en-us/corporate/AboutUs/History/index.htm","http://www.forbes.com/profile/jon-stryker/","","jon huntsman","false"
"2014","Jonathan Gray","jonathan gray","1210","United States","USA","1.4","self-made","self-made finance","male","44","Other","Financial","North America","1","","0","0","private equity","Blackstone Group","new","Global Head of Real Estate","1985","","Investments","","","http://en.wikipedia.org/wiki/Jonathan_D._Gray","http://www.forbes.com/profile/jonathan-gray/","https://www.blackstone.com/the-firm/overview/history","","jon stryker","false"
"2014","Jonathan Nelson","jonathan nelson","988","United States","USA","1.8","self-made","self-made finance","male","57","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Providence Equity Partners","new","founder","1989","","private equity","","","http://www.forbes.com/profile/jonathan-nelson/","http://www.nytimes.com/2015/04/26/business/the-firm-that-grew-too-fast.html?_r=0","","","jonathan gray","false"
"2014","Jonathan Oringer","jonathan oringer","1270","United States","USA","1.4","self-made","founder non-finance","male","39","Media","Non-Traded Sectors","North America","1","","1","0","internet company","Shutterstock","new","founder","2003","","stock photos","","","http://en.wikipedia.org/wiki/Jon_Oringer","http://www.bloomberg.com/news/articles/2013-06-28/shutterstock-creates-first-silicon-alley-billionaire","","","jonathan nelson","false"
"2014","Jorge Perez","jorge perez","869","United States","USA","2","self-made","self-made finance","male","64","Real Estate","Financial","North America","1","","1","0","real estate","The Related Companies","new","founder","1979","","condos","","","http://en.wikipedia.org/wiki/Jorge_M._P%C3%A9rez","http://www.forbes.com/profile/jorge-perez/","FLORIDA'S APARTMENT KING The Miami Herald May 5, 1997 Monday FINAL EDITION","","jonathan oringer","false"
"2014","Joseph Grendys","joseph grendys","1465","United States","USA","1.1","self-made","executive","male","52","Consumer","Traded Sectors","North America","1","","0","0","meat processing","Koch Foods","aquired","owner","1985","","Meat Processing","","","http://www.forbes.com/profile/joseph-grendys/","http://www.kochfoods.com/about-Us.php","http://www.chicagotribune.com/business/ct-confidential-chicken-billionaire-1026-biz-20141024-column.html","","jorge perez","false"
"2001","Joseph Jamail Jr","joseph jamail jr","421","United States","USA","1.2","self-made","executive","male","75","Other","0","North America","1","","0","0","lawsuits","","","lawer","1987","10621800000000","","","","http://www.forbes.com/profile/joe-jamail-jr/","Billionaires;Newcomer to list rides energy wave; The Houston Chronicle March 5, 2013 Tuesday","","","joseph grendys","false"
"1996","Josephine Haas","josephine haas","333","United States","USA","1.2","inherited","inherited","female","0","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","spouse or widow","jeans","Levi Strauss & co","new","relation","1853","8100200000000","","widow","","http://www.nytimes.com/2005/12/06/business/peter-haas-86-executive-during-levi-strauss-heyday-dies.html","","","","joseph jamail jr","false"
"2014","Josephine Louis","josephine louis","580","United States","USA","2.9","inherited","inherited","female","83","Consumer","Traded Sectors","North America","1","","0","Fifth generation or longer","cleaning supplies","S. C. Johnson & Son","new","relation","1886","","cleaning products","5th generation","","http://en.wikipedia.org/wiki/Herbert_Fisk_Johnson_III","http://www.forbes.com/profile/h-fisk-johnson/","http://www.scjohnson.com/en/company/history.aspx","","josephine haas","false"
"2014","Joshua Harris","joshua harris","580","United States","USA","2.9","self-made","self-made finance","male","49","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Apollo Group Management","new","founder","1990","","private equity","","","http://en.wikipedia.org/wiki/Joshua_Harris_(businessman)","http://www.agm.com/AboutUs/Overview.aspx","http://www.forbes.com/profile/joshua-harris/","","josephine louis","false"
"2014","Joyce Raley Teel","joyce raley teel","1092","United States","USA","1.6","inherited","inherited","female","83","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","inherited from father","groceries","Raley's","new","relation","1935","","supermarkets","inherited from father","chair","http://www.forbes.com/profile/joyce-raley-teel/","","","","joshua harris","false"
"2014","Jude Reyes","jude reyes","430","United States","USA","3.6","self-made","executive","male","58","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","0","beer and food distribution","Reyes Holdings","aquired","ceo","1976","","food distribution","","","http://en.wikipedia.org/wiki/J._Christopher_Reyes","http://www.forbes.com/companies/reyes-holdings/","","","joyce raley teel","false"
"2014","Judy Faulkner","judy faulkner","520","United States","USA","3.1","self-made","founder non-finance","female","70","Technology-Medical","New Sectors","North America","1","","1","0","healthcare management","Epic Systems","new","founder","1979","","health IT","","","http://en.wikipedia.org/wiki/Judith_Faulkner","http://www.forbes.com/sites/zinamoukheiber/2013/05/15/a-chat-with-epic-systems-ceo-judy-faulkner/#2715e4857a0b4b3c9e651820","http://www.epic.com/about-index.php","","jude reyes","false"
"2014","Judy Love","judy love","1036","United States","USA","1.8","self-made","founder non-finance","female","","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","truck stops","Love's Travel Stops & Country Stores","new","founder","1964","","","","","http://en.wikipedia.org/wiki/Love's_Travel_Stops_%26_Country_Stores","http://www.loves.com/AboutUs/History.aspx","Oklahoma's Judy Love among nation's wealthiest self-made women The Daily Oklahoman (Oklahoma City, OK) May 28, 2015 Thursday","","judy faulkner","false"
"2001","Julian Robertson","julian robertson","490","United States","USA","1","self-made","self-made finance","male","69","Hedge funds","Financial","North America","1","","1","0","hedge funds","Tiger Management Corp","new","founder","1980","10621800000000","","hedge fund closed in 2000, now invests in other hedge funds from retirement and made money in 2008 by shorting subprime securities","","http://en.wikipedia.org/wiki/Julian_Robertson","http://www.forbes.com/profile/julian-robertson-jr/","http://www.businessweek.com/1996/14/b34691.htm","","judy love","false"
"2014","Julian Robertson, Jr.","julian robertson jr","506","United States","USA","3.2","self-made","self-made finance","male","82","Hedge funds","Financial","North America","1","","1","0","hedge funds","Tiger Management Corp","new","founder","1980","","hedge funds","hedge fund closed in 2000, now invests in other hedge funds from retirement and made money in 2008 by shorting subprime securities","","http://en.wikipedia.org/wiki/Julian_Robertson","http://www.forbes.com/profile/julian-robertson-jr/","http://www.businessweek.com/1996/14/b34691.htm","","julian robertson","false"
"2014","Karen Pritzker","karen pritzker","408","United States","USA","3.7","inherited","inherited","female","56","Real Estate","Financial","North America","1","","0","inherited from father","hotels","Hyatt","aquired","relation","1957","","hotels, investments","inherited from uncle","not involved in company","http://en.wikipedia.org/wiki/Pritzker_family","http://en.wikipedia.org/wiki/Hyatt","http://www.forbes.com/profile/karen-pritzker/","","julian robertson jr","false"
"1996","Kathryn McCurry Albertson","kathryn mccurry albertson","338","United States","USA","1.2","inherited","inherited","female","0","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","spouse or widow","groceries","Albertsons","new","relation","1939","8100200000000","","widow","","http://en.wikipedia.org/wiki/Albertsons","http://en.wikipedia.org/wiki/Kathryn_Albertson","http://www.nytimes.com/1993/01/22/us/joseph-a-albertson-86-creator-of-651-store-supermarket-chain.html","","karen pritzker","false"
"2014","Kavitark Ram Shriram","kavitark ram shriram","973","United States","USA","1.9","self-made","self-made finance","male","57","Venture Capital","Financial","North America","1","","0","0","venture capitalist","Google","new","investor","1998","","venture capital, Google","","","http://en.wikipedia.org/wiki/Ram_Shriram","http://www.bloomberg.com/research/stocks/private/person.asp?personId=534647&privcapId=4532776","","","kathryn mccurry albertson","false"
"2001","Keith McCaw","keith mccaw","452","United States","USA","1.1","self-made","executive","male","","Media","Non-Traded Sectors","North America","1","","0","0","cell phones","McCaw Cellular","new","relation","1987","10621800000000","","","","http://community.seattletimes.nwsource.com/archive/?date=20021216&slug=mccaw16m","http://community.seattletimes.nwsource.com/archive/?date=19930408&slug=1694858","","","kavitark ram shriram","false"
"2014","Kelcy Warren","kelcy warren","340","United States","USA","4.4","self-made","executive","male","58","Non-consumer industrial","Traded Sectors","North America","1","","0","0","gas and propane","Energy Transfer Partners","new","Chairman and Chief Executive Officer","1994","","pipelines","","","http://en.wikipedia.org/wiki/Energy_Transfer_Partners","http://www.energytransfer.com/company_history.aspx","Rags to mega-riches THE DALLAS MORNING NEWS December 2, 2015 Wednesday","","keith mccaw","false"
"2014","Ken Fisher","ken fisher","731","United States","USA","2.4","self-made","self-made finance","male","63","Money Management","Financial","North America","1","","1","0","money management","Fisher Investments","new","founder","1979","","Money management","","","http://en.wikipedia.org/wiki/Kenneth_Fisher","http://www.forbes.com/profile/ken-fisher/","http://www.investmentnews.com/article/20150414/FREE/150419962/ken-fisher-plans-to-step-down-as-ceo-of-firm","","kelcy warren","false"
"2014","Ken Griffin","ken griffin","270","United States","USA","5.2","self-made","self-made finance","male","45","Hedge funds","Financial","North America","1","","1","0","hedge funds","Citadel LLC","new","founder","1990","","hedge funds","","","http://en.wikipedia.org/wiki/Kenneth_C._Griffin","http://www.cnbc.com/2015/05/15/king-ken-recovered-citadel-chief-takes-the-hedge-fund-throne.html","","","ken fisher","false"
"2014","Kenneth Feld","kenneth feld","988","United States","USA","1.8","inherited","inherited","male","65","Media","Non-Traded Sectors","North America","1","","0","inherited from father","entertainment","Feld Entertainment","aquired","relation","1967","","circus, live entertainment","inherited from father","","http://en.wikipedia.org/wiki/Kenneth_Feld","http://www.feldentertainment.com/About/History/","","","ken griffin","false"
"2001","Kenneth Langone","kenneth langone","387","United States","USA","1.3","self-made","self-made finance","male","65","Money Management","Financial","North America","1","","1","0","home improvement retail","Home Depot","new","founder","1979","10621800000000","","","","http://en.wikipedia.org/wiki/Bernard_Marcus","https://corporate.homedepot.com/OurCompany/History/Pages/default.aspx","ANGRY BIZ MOGUL 'SPITZ' ON ELIOT The New York Post December 10, 2005 Saturday","","kenneth feld","false"
"2001","Kenneth Troutt","kenneth troutt","336","United States","USA","1.5","self-made","founder non-finance","male","53","Media","Non-Traded Sectors","North America","1","","1","0","telecomm","Excel Communications","new","founder","1988","10621800000000","","","","http://www.bloomberg.com/bw/stories/1998-04-19/kenny-troutt-is-rich-dot-now-he-wants-some-respect","","","","kenneth langone","false"
"1996","Kenneth Tuchman","kenneth tuchman","411","United States","USA","1","self-made","founder non-finance","male","0","Media","Non-Traded Sectors","North America","1","","1","0","outsourcing","Teletech","new","founder","1982","8100200000000","","","","http://www.forbes.com/profile/kenneth-tuchman/","http://money.cnn.com/gallery/news/2014/09/15/executives-one-dollar-salaries/7.html","","","kenneth troutt","false"
"2014","Kenny Troutt","kenny troutt","1284","United States","USA","1.3","self-made","founder non-finance","male","66","Media","Non-Traded Sectors","North America","1","","1","0","telecomm","Excel Communications","new","founder","1988","","telecommunications","","","http://www.forbes.com/profile/kenny-troutt/","http://www.bloomberg.com/bw/stories/1998-04-19/kenny-troutt-is-rich-dot-now-he-wants-some-respect","","","kenneth tuchman","false"
"2014","Kevin Plank","kevin plank","731","United States","USA","2.4","self-made","founder non-finance","male","41","Consumer","Traded Sectors","North America","1","","1","0","apparel","Under Armour","new","founder","1998","","Under Armour","","","http://en.wikipedia.org/wiki/Kevin_Plank","http://www.forbes.com/profile/kevin-plank/","PLANK'S SENSE OF PLACE; Under Armour founder grounds myriad ambitions in his Maryland roots The Baltimore Sun May 12, 2013 Sunday","","kenny troutt","false"
"2001","Kim Magness","kim magness","336","United States","USA","1.5","inherited","inherited","male","","Media","Non-Traded Sectors","North America","1","","0","inherited from father","telecommunications","TeleCommunications Inc","new","relation","1968","10621800000000",""," charged with fraud in 2003 died before it could go to court","","http://www.westword.com/2003-04-10/news/house-rules/","http://en.wikipedia.org/wiki/Tele-Communications_Inc.","Las Vegas firm gets OK to buy casinos Golden Gaming Inc. gets state approval to operate three Black Hawk gambling houses and will take control next week. The Denver Post January 21, 2005 Friday","","kevin plank","false"
"2014","Kirk Kerkorian","kirk kerkorian","328","United States","USA","4.5","self-made","self-made finance","male","96","Real Estate","Financial","North America","1","","0","0","real estate","MGM Grand","aquired","investor","1924","","casinos, investments","purchased in 1969","","http://en.wikipedia.org/wiki/Kirk_Kerkorian","http://www.forbes.com/profile/kirk-kerkorian/","PROFILE: Las Vegas billionaire amassed his wealth in gaming, entertainment The Ottawa Citizen April 13, 1995, Thursday, FINAL EDITION","","kim magness","false"
"2014","Larry Ellison","larry ellison","5","United States","USA","48","self-made","founder non-finance","male","69","Technology-Computer","New Sectors","North America","1","","1","0"," software","Oracle"," new","founder","1977","","Oracle","","","http://www.forbes.com/profile/larry-ellison/","http://www.businessinsider.com/how-larry-ellison-treats-his-star-employees-2016-1","","","kirk kerkorian","false"
"2014","Larry Page","larry page","17","United States","USA","32.3","self-made","founder non-finance","male","40","Technology-Computer","New Sectors","North America","1","","1","0"," technology","Google"," new","founder","1998","","Google","","","http://www.forbes.com/profile/larry-page/","http://www.businessinsider.com/larry-page-the-untold-story-2014-4","","","larry ellison","false"
"2014","Larry Robbins","larry robbins","1210","United States","USA","1.4","self-made","self-made finance","male","44","Hedge funds","Financial","North America","1","","1","0","hedge funds","Glenview Capital Management","new","founder","2001","","hedge funds","","","http://www.forbes.com/profile/larry-robbins/","A Tough Year for Hedge Funds? Not That Real Estate Has Noticed The New York Times November 7, 2015 Saturday","","","larry page","false"
"2001","Laurance Rockefeller","laurance rockefeller","336","United States","USA","1.5","inherited","inherited","male","90","Mining and metals","Resource Related","North America","1","","0","Third generation","oil","Standard Oil","new","relation","1870","10621800000000","","3rd generation","","http://en.wikipedia.org/wiki/Laurance_Rockefeller","Are we alone? He is. The Washington Post December 14, 2015 Monday","","","larry robbins","false"
"1996","Laurence Tisch","laurence tisch","209","United States","USA","2","self-made","founder non-finance","male","0","Consumer","Traded Sectors","North America","1","","1","0","retail","Loews Corporation","new","founder","1946","8100200000000","","","","http://en.wikipedia.org/wiki/Laurence_Tisch","Laurence Tisch of Loews: Quiet, Shrewd -- and a Winner The Washington Post November 10, 1985, Sunday, Final Edition","","","laurance rockefeller","false"
"2014","Laurene Powell Jobs","laurene powell jobs","73","United States","USA","14","inherited","inherited","female","50","Technology-Computer","New Sectors","North America","1","","0","spouse or widow","technology","Apple","new","relation","1976","","Apple, Disney","widow","","http://www.nytimes.com/2011/10/06/business/steve-jobs-of-apple-dies-at-56.html?_r=0","","","","laurence tisch","false"
"2001","Lawrence Flinn Jr","lawrence flinn jr","292","United States","USA","1.7","self-made","executive","male","","Media","Non-Traded Sectors","North America","1","","0","0","media","UVSG","aquired","investor ","1975","10621800000000","","","","http://www8.gsb.columbia.edu/about-us/board/lawrence-flinn","http://www.bloomberg.com/research/stocks/private/person.asp?personId=656461&privcapId=4155307&previousCapId=12057122&previousTitle=Cantillon%20Capital%20Management%20LLC","","","laurene powell jobs","false"
"2014","Leandro Rizzuto","leandro rizzuto","609","United States","USA","2.8","self-made","founder non-finance","male","75","Consumer","Traded Sectors","North America","1","","1","0","hair care products ","Conair","new","founder","1959","","consumer products","","","http://www.forbes.com/profile/leandro-rizzuto/","Conair Owner Gets Jail Time Newsday (New York) September 23, 2002 Monday","","","lawrence flinn jr","false"
"1996","Lee Bass","lee bass","169","United States","USA","2.2","inherited","inherited","male","39","Energy","Resource Related","North America","1","","0","inherited from father","oil","Sid Richardson Gasoline Co","new","relation","1919","8100200000000","","inherited from uncle/father","","http://en.wikipedia.org/wiki/Robert_Bass","http://en.wikipedia.org/wiki/Sid_W._Richardson","http://www.dmagazine.com/publications/d-magazine/1995/november/power-who-runs-fort-worth","","leandro rizzuto","false"
"2014","Len Blavatnik","len blavatnik","39","United States","USA","18.7","self-made","self-made finance","male","56","Diversified financial","Financial","North America","1","","1","0","aluminum, oil","Renova Group","new","founder","1990","","diversified","","","http://www.renova.ru/en/about/history/","http://www.forbes.com/profile/len-blavatnik/","http://www.businessinsider.com/len-blavatnik-is-the-richest-man-in-britain-2015-6","","lee bass","false"
"2014","Leon Black","leon black","240","United States","USA","5.8","self-made","self-made finance","male","62","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Apollo Global management","new","founder","1990","","private equity","","","http://en.wikipedia.org/wiki/Leon_Black","http://www.agm.com/OurTeam.aspx","SQUEEZING LEON BLACK - COP, TEACHER PENSIONS COULD PRESSURE BILLIONAIRE The New York Post June 21, 2009 Sunday","","len blavatnik","false"
"2014","Leon Charney","leon charney","1565","United States","USA","1","self-made","self-made finance","male","72","Real Estate","Financial","North America","1","","0","0","real estate","One Times Square","new","investor","1980","","real estate","","","http://www.forbes.com/profile/leon-charney/","Is Now the Right Time for a National Washington Times? The Washington Post August 3, 1993, Tuesday, Final Edition","","","leon black","false"
"2014","Leon G. Cooperman","leon g cooperman","446","United States","USA","3.5","self-made","self-made finance","male","70","Hedge funds","Financial","North America","1","","1","0","asset management","Omega Advisors","new","founder","1991","","hedge funds","former CEO of Goldman Sachs Asset Management","","http://en.wikipedia.org/wiki/Leon_G._Cooperman","https://www.omega-advisors.com/","BUSINESS PEOPLE;A Partner Is Retiring At Goldman, Sachs The New York Times July 2, 1991, Tuesday, Late Edition - Final","","leon charney","false"
"2001","Leona Helmsley","leona helmsley","251","United States","USA","1.9","self-made","self-made finance","female","81","Real Estate","Financial","North America","1","","0","0","real estate","Helmsley hotels","aquired","investor ","1938","10621800000000","","convicted of federal income tax evasion and other crimes in 1989","","http://en.wikipedia.org/wiki/Leona_Helmsley","Helmsleys Face Charges, Sources Say;Indictment Said to Allege Fraud by Hotel Magnates The Washington Post April 14, 1988, Thursday, Final Edition","","","leon g cooperman","false"
"2001","Leonard Lauder","leonard lauder","104","United States","USA","3.8","inherited","inherited","male","67","Consumer","Traded Sectors","North America","1","","0","inherited from father","makeup","Estée Lauder","new","relation","1946","10621800000000","","inherited from parents","","http://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies","http://www.elcompanies.com/Pages/Our-History.aspx","","","leona helmsley","false"
"2014","Leonard Schleifer","leonard schleifer","1565","United States","USA","1","self-made","founder non-finance","male","61","Technology-Medical","New Sectors","North America","1","","1","0","pharmaceuticals","Regeneron Pharmaceuicals","new","founder","1988","","pharmaceuticals","","","http://www.forbes.com/profile/leonard-schleifer/","http://www.forbes.com/sites/matthewherper/2014/02/25/regeneron-chief-leonard-schleifer-becomes-a-billionaire-after-25-year-search-for-new-drugs/#5f6bd84018c7","","","leonard lauder","false"
